model_name,slice_id,metric,kind,family,operation_type,component_ids,initial,final,delta,auc,max,min,abs_delta,moving
EleutherAI/pythia-1b,arith_add_small,accuracy,atomic,arithmetic,addition,,0.21875,0.171875,-0.046875,0.18359375,0.21875,0.171875,0.046875,True
EleutherAI/pythia-1b,arith_add_small,mean_correct_margin,atomic,arithmetic,addition,,-0.353620707988739,-1.3571659494191408,-1.0035452414304018,-1.027980970684439,-0.353620707988739,-1.3571659494191408,1.0035452414304018,True
EleutherAI/pythia-1b,arith_add_small,mean_correct_mrr,atomic,arithmetic,addition,,0.5130208333333333,0.4635416666666666,-0.049479166666666685,0.4762369791666666,0.5130208333333333,0.4609375,0.049479166666666685,True
EleutherAI/pythia-1b,arith_add_small,mean_logprob_correct,atomic,arithmetic,addition,,-10.992131054401398,-3.095908861607313,7.8962221927940845,-5.239394288510084,-2.9141246043145657,-10.992131054401398,7.8962221927940845,True
EleutherAI/pythia-1b,arith_add_small,mean_logprob_margin,atomic,arithmetic,addition,,0.0996276438236236,1.5569625962525606,1.457334952428937,1.1148514137603343,1.5569625962525606,0.0996276438236236,1.457334952428937,True
EleutherAI/pythia-1b,arith_compare,accuracy,atomic,arithmetic,comparison,,0.25,0.296875,0.046875,0.28515625,0.296875,0.25,0.046875,True
EleutherAI/pythia-1b,arith_compare,mean_correct_margin,atomic,arithmetic,comparison,,-0.4820446968078613,-0.3075542598962784,0.1744904369115829,-0.6003628587350249,-0.3075542598962784,-0.9737642612308264,0.1744904369115829,True
EleutherAI/pythia-1b,arith_compare,mean_correct_mrr,atomic,arithmetic,comparison,,0.5091145833333333,0.5442708333333333,0.03515625,0.5380859375,0.5520833333333334,0.5091145833333333,0.03515625,True
EleutherAI/pythia-1b,arith_compare,mean_logprob_correct,atomic,arithmetic,comparison,,-11.20098327100277,-2.042839104309678,9.158144166693091,-4.975538078695536,-2.042839104309678,-11.20098327100277,9.158144166693091,True
EleutherAI/pythia-1b,arith_compare,mean_logprob_margin,atomic,arithmetic,comparison,,0.1982335597276687,0.4489764384925365,0.2507428787648678,0.7496165717020631,1.6479854080826044,0.1982335597276687,0.2507428787648678,True
EleutherAI/pythia-1b,arith_even,accuracy,atomic,arithmetic,parity,,0.265625,0.1875,-0.078125,0.20703125,0.265625,0.1875,0.078125,True
EleutherAI/pythia-1b,arith_even,mean_correct_margin,atomic,arithmetic,parity,,-0.496964156627655,-0.5487382858991623,-0.05177412927150732,-0.7864974709227681,-0.496964156627655,-1.3127760402858255,0.05177412927150732,True
EleutherAI/pythia-1b,arith_even,mean_correct_mrr,atomic,arithmetic,parity,,0.515625,0.4752604166666666,-0.040364583333333426,0.48893229166666663,0.515625,0.4752604166666666,0.040364583333333426,True
EleutherAI/pythia-1b,arith_even,mean_logprob_correct,atomic,arithmetic,parity,,-11.200953736901283,-2.414029624313116,8.786924112588167,-5.193053376860917,-2.414029624313116,-11.200953736901283,8.786924112588167,True
EleutherAI/pythia-1b,arith_even,mean_logprob_margin,atomic,arithmetic,parity,,0.2827293425798416,0.5871971920132637,0.3044678494334221,0.7319227978587151,1.459675844758749,0.2827293425798416,0.3044678494334221,True
EleutherAI/pythia-1b,arith_max2,accuracy,atomic,arithmetic,max,,0.328125,0.140625,-0.1875,0.1875,0.328125,0.140625,0.1875,True
EleutherAI/pythia-1b,arith_max2,mean_correct_margin,atomic,arithmetic,max,,-0.2675643563270569,-0.7805368844419718,-0.5129725281149149,-0.9255586562212557,-0.2675643563270569,-1.4581201365217566,0.5129725281149149,True
EleutherAI/pythia-1b,arith_max2,mean_correct_mrr,atomic,arithmetic,max,,0.5885416666666666,0.4518229166666666,-0.13671875000000006,0.49055989583333326,0.5885416666666666,0.4518229166666666,0.13671875000000006,True
EleutherAI/pythia-1b,arith_max2,mean_logprob_correct,atomic,arithmetic,max,,-10.944203957915306,-2.422625545412302,8.521578412503004,-4.959546351339668,-2.422625545412302,-10.944203957915306,8.521578412503004,True
EleutherAI/pythia-1b,arith_max2,mean_logprob_margin,atomic,arithmetic,max,,0.2255145609378814,0.784458925947547,0.5589443650096656,0.9973620835226029,1.7992613641545177,0.2255145609378814,0.5589443650096656,True
EleutherAI/pythia-1b,arith_min2,accuracy,atomic,arithmetic,min,,0.296875,0.265625,-0.03125,0.2734375,0.296875,0.265625,0.03125,True
