model_name,slice_id,metric,kind,family,operation_type,component_ids,initial,final,delta,auc,max,min,abs_delta,moving
fake,arith_add_small,accuracy,atomic,arithmetic,addition,,0.2,0.26,0.06,0.23,0.26,0.2,0.06,True
fake,arith_add_small,mean_correct_margin,atomic,arithmetic,addition,,-0.5,-0.36,0.14,-0.43,-0.36,-0.5,0.14,True
fake,arith_add_small,mean_correct_mrr,atomic,arithmetic,addition,,0.5,0.54,0.040000000000000036,0.52,0.54,0.5,0.040000000000000036,True
fake,arith_add_small,mean_logprob_correct,atomic,arithmetic,addition,,-5.0,-3.96,1.04,-4.48,-3.96,-5.0,1.04,True
fake,arith_add_small,mean_logprob_margin,atomic,arithmetic,addition,,0.0,0.24,0.24,0.12,0.24,0.0,0.24,True
fake,arith_compare,accuracy,atomic,arithmetic,comparison,,0.2,0.26,0.06,0.23,0.26,0.2,0.06,True
fake,arith_compare,mean_correct_margin,atomic,arithmetic,comparison,,-0.5,-0.36,0.14,-0.43,-0.36,-0.5,0.14,True
fake,arith_compare,mean_correct_mrr,atomic,arithmetic,comparison,,0.5,0.54,0.040000000000000036,0.52,0.54,0.5,0.040000000000000036,True
fake,arith_compare,mean_logprob_correct,atomic,arithmetic,comparison,,-5.0,-3.96,1.04,-4.48,-3.96,-5.0,1.04,True
fake,arith_compare,mean_logprob_margin,atomic,arithmetic,comparison,,0.0,0.24,0.24,0.12,0.24,0.0,0.24,True
fake,arith_even,accuracy,atomic,arithmetic,parity,,0.2,0.26,0.06,0.23,0.26,0.2,0.06,True
fake,arith_even,mean_correct_margin,atomic,arithmetic,parity,,-0.5,-0.36,0.14,-0.43,-0.36,-0.5,0.14,True
fake,arith_even,mean_correct_mrr,atomic,arithmetic,parity,,0.5,0.54,0.040000000000000036,0.52,0.54,0.5,0.040000000000000036,True
fake,arith_even,mean_logprob_correct,atomic,arithmetic,parity,,-5.0,-3.96,1.04,-4.48,-3.96,-5.0,1.04,True
fake,arith_even,mean_logprob_margin,atomic,arithmetic,parity,,0.0,0.24,0.24,0.12,0.24,0.0,0.24,True
fake,arith_max2,accuracy,atomic,arithmetic,max,,0.2,0.26,0.06,0.23,0.26,0.2,0.06,True
fake,arith_max2,mean_correct_margin,atomic,arithmetic,max,,-0.5,-0.36,0.14,-0.43,-0.36,-0.5,0.14,True
fake,arith_max2,mean_correct_mrr,atomic,arithmetic,max,,0.5,0.54,0.040000000000000036,0.52,0.54,0.5,0.040000000000000036,True
fake,arith_max2,mean_logprob_correct,atomic,arithmetic,max,,-5.0,-3.96,1.04,-4.48,-3.96,-5.0,1.04,True
fake,arith_max2,mean_logprob_margin,atomic,arithmetic,max,,0.0,0.24,0.24,0.12,0.24,0.0,0.24,True
fake,arith_min2,accuracy,atomic,arithmetic,min,,0.2,0.26,0.06,0.23,0.26,0.2,0.06,True
fake,arith_min2,mean_correct_margin,atomic,arithmetic,min,,-0.5,-0.36,0.14,-0.43,-0.36,-0.5,0.14,True
fake,arith_min2,mean_correct_mrr,atomic,arithmetic,min,,0.5,0.54,0.040000000000000036,0.52,0.54,0.5,0.040000000000000036,True
fake,arith_min2,mean_logprob_correct,atomic,arithmetic,min,,-5.0,-3.96,1.04,-4.48,-3.96,-5.0,1.04,True
fake,arith_min2,mean_logprob_margin,atomic,arithmetic,min,,0.0,0.24,0.24,0.12,0.24,0.0,0.24,True
fake,arith_sub_small,accuracy,atomic,arithmetic,subtraction,,0.2,0.26,0.06,0.23,0.26,0.2,0.06,True
fake,arith_sub_small,mean_correct_margin,atomic,arithmetic,subtraction,,-0.5,-0.36,0.14,-0.43,-0.36,-0.5,0.14,True
fake,arith_sub_small,mean_correct_mrr,atomic,arithmetic,subtraction,,0.5,0.54,0.040000000000000036,0.52,0.54,0.5,0.040000000000000036,True
fake,arith_sub_small,mean_logprob_correct,atomic,arithmetic,subtraction,,-5.0,-3.96,1.04,-4.48,-3.96,-5.0,1.04,True
fake,arith_sub_small,mean_logprob_margin,atomic,arithmetic,subtraction,,0.0,0.24,0.24,0.12,0.24,0.0,0.24,True
fake,comp_add_then_compare,accuracy,composite,arithmetic,add_then_compare,arith_add_small;arith_compare,0.2,0.25,0.04999999999999999,0.225,0.25,0.2,0.04999999999999999,True
fake,comp_add_then_compare,mean_correct_margin,composite,arithmetic,add_then_compare,arith_add_small;arith_compare,-0.5,-0.37,0.13,-0.43500000000000005,-0.37,-0.5,0.13,True
fake,comp_add_then_compare,mean_correct_mrr,composite,arithmetic,add_then_compare,arith_add_small;arith_compare,0.5,0.54,0.040000000000000036,0.52,0.54,0.5,0.040000000000000036,True
fake,comp_add_then_compare,mean_logprob_correct,composite,arithmetic,add_then_compare,arith_add_small;arith_compare,-5.0,-3.97,1.0299999999999998,-4.485,-3.97,-5.0,1.0299999999999998,True
fake,comp_add_then_compare,mean_logprob_margin,composite,arithmetic,add_then_compare,arith_add_small;arith_compare,0.0,0.23,0.23,0.115,0.23,0.0,0.23,True
