model_name,metric,target_summary,slice_id,component_ids,observed,predicted,residual,n_atomic_fit,residual_z,residual_direction,metric_direction,family,prompt_family,operation_type,composition_depth,frequency_proxy,reference_learnability,formal_utility,answer_entropy_proxy,component_ids_meta,control_type,kind
EleutherAI/pythia-70m,accuracy,final_metric,comp_add_then_compare,arith_add_small;arith_compare,0.203125,0.3099045769294789,-0.1067795769294789,16,-1.4058118830645217,under,higher_is_better,arithmetic,arithmetic,add_then_compare,2,0.4,0.55,0.0,1.0,arith_add_small;arith_compare,,composite
EleutherAI/pythia-70m,accuracy,final_metric,comp_add_then_even,arith_add_small;arith_even,0.234375,0.3068591076839162,-0.0724841076839162,16,-0.7582323247537844,under,higher_is_better,arithmetic,arithmetic,add_then_parity,2,0.35,0.6,0.0,1.0,arith_add_small;arith_even,,composite
EleutherAI/pythia-70m,accuracy,final_metric,comp_first_then_same,word_first;word_same,0.265625,0.324372184894076,-0.0587471848940759,16,-0.4988467385966726,under,higher_is_better,string,string,first_then_same,2,0.35,0.55,0.0,1.0,word_first;word_same,,composite
EleutherAI/pythia-70m,accuracy,final_metric,comp_max_then_compare,arith_max2;arith_compare,0.28125,0.2863005612281938,-0.0050505612281938,16,0.515072493338866,under,higher_is_better,arithmetic,arithmetic,max_then_compare,2,0.3,0.7,0.0,1.0,arith_max2;arith_compare,,composite
EleutherAI/pythia-70m,accuracy,final_metric,comp_retrieve_then_color,retrieval_object;semantic_color_lookup,0.25,0.2893460304737565,-0.0393460304737565,16,-0.13250706497187154,under,higher_is_better,retrieval,retrieval,retrieve_then_color,2,0.35,0.65,0.0,1.0,retrieval_object;semantic_color_lookup,,composite
EleutherAI/pythia-70m,accuracy,final_metric,comp_retrieve_then_compare,retrieval_number;arith_compare,0.34375,0.2512744068078744,0.0924755931921256,16,2.356596910195375,over,higher_is_better,retrieval,retrieval,retrieve_then_compare,2,0.3,0.8,0.0,1.0,retrieval_number;arith_compare,,composite
EleutherAI/pythia-70m,accuracy,final_metric,comp_reverse_then_first,word_reverse2;word_first,0.3125,0.3038136384383536,0.0086863615616464,16,0.7744580794959759,over,higher_is_better,string,string,reverse_then_first,2,0.3,0.65,0.0,1.0,word_reverse2;word_first,,composite
EleutherAI/pythia-70m,accuracy,final_metric,comp_reverse_then_last,word_reverse2;word_last,0.25,0.3038136384383536,-0.0538136384383535,16,-0.4056897150893889,under,higher_is_better,string,string,reverse_then_last,2,0.3,0.65,0.0,1.0,word_reverse2;word_last,,composite
EleutherAI/pythia-70m,accuracy,final_metric,comp_reverse_then_same,word_reverse2;word_same,0.265625,0.2832550919826312,-0.0176300919826312,16,0.2775412057105765,under,higher_is_better,string,string,reverse_then_same,2,0.25,0.75,0.0,1.0,word_reverse2;word_same,,composite
EleutherAI/pythia-70m,accuracy,final_metric,comp_sub_then_compare,arith_sub_small;arith_compare,0.21875,0.2893460304737565,-0.0705960304737565,16,-0.7225809622645547,under,higher_is_better,arithmetic,arithmetic,sub_then_compare,2,0.35,0.65,0.0,1.0,arith_sub_small;arith_compare,,composite
EleutherAI/pythia-70m,mean_correct_margin,final_metric,comp_add_then_compare,arith_add_small;arith_compare,-0.4831943474709987,-1.067102420072756,0.5839080726017571,16,0.36711999837674686,over,higher_is_better,arithmetic,arithmetic,add_then_compare,2,0.4,0.55,0.0,1.0,arith_add_small;arith_compare,,composite
EleutherAI/pythia-70m,mean_correct_margin,final_metric,comp_add_then_even,arith_add_small;arith_even,-0.3024101294577122,-1.0751384598915954,0.7727283304338832,16,1.03395686796264,over,higher_is_better,arithmetic,arithmetic,add_then_parity,2,0.35,0.6,0.0,1.0,arith_add_small;arith_even,,composite
EleutherAI/pythia-70m,mean_correct_margin,final_metric,comp_first_then_same,word_first;word_same,-0.4678840674459934,-1.0371068988048615,0.5692228313588683,16,0.3152576589649027,over,higher_is_better,string,string,first_then_same,2,0.35,0.55,0.0,1.0,word_first;word_same,,composite
EleutherAI/pythia-70m,mean_correct_margin,final_metric,comp_max_then_compare,arith_max2;arith_compare,-0.3650684431195259,-1.121206060797169,0.7561376176776431,16,0.9753651729528497,over,higher_is_better,arithmetic,arithmetic,max_then_compare,2,0.3,0.7,0.0,1.0,arith_max2;arith_compare,,composite
EleutherAI/pythia-70m,mean_correct_margin,final_metric,comp_retrieve_then_color,retrieval_object;semantic_color_lookup,-1.0541248433291912,-1.1131700209783295,0.0590451776491383,16,-1.4864837083990674,over,higher_is_better,retrieval,retrieval,retrieve_then_color,2,0.35,0.65,0.0,1.0,retrieval_object;semantic_color_lookup,,composite
EleutherAI/pythia-70m,mean_correct_margin,final_metric,comp_retrieve_then_compare,retrieval_number;arith_compare,-0.4117088280618191,-1.1972691829706368,0.7855603549088177,16,1.0792743944270013,over,higher_is_better,retrieval,retrieval,retrieve_then_compare,2,0.3,0.8,0.0,1.0,retrieval_number;arith_compare,,composite
EleutherAI/pythia-70m,mean_correct_margin,final_metric,comp_reverse_then_first,word_reverse2;word_first,-0.986999537795782,-1.0831744997104351,0.0961749619146531,16,-1.3553563103524644,over,higher_is_better,string,string,reverse_then_first,2,0.3,0.65,0.0,1.0,word_reverse2;word_first,,composite
EleutherAI/pythia-70m,mean_correct_margin,final_metric,comp_reverse_then_last,word_reverse2;word_last,-0.9739913903176785,-1.0831744997104351,0.1091831093927566,16,-1.3094167885924515,over,higher_is_better,string,string,reverse_then_last,2,0.3,0.65,0.0,1.0,word_reverse2;word_last,,composite
EleutherAI/pythia-70m,mean_correct_margin,final_metric,comp_reverse_then_same,word_reverse2;word_same,-0.7685089111328125,-1.129242100616009,0.3607331894831964,16,-0.42104352887195956,over,higher_is_better,string,string,reverse_then_same,2,0.25,0.75,0.0,1.0,word_reverse2;word_same,,composite
EleutherAI/pythia-70m,mean_correct_margin,final_metric,comp_sub_then_compare,arith_sub_small;arith_compare,-0.4063129350543022,-1.1131700209783295,0.7068570859240273,16,0.8013262435318023,over,higher_is_better,arithmetic,arithmetic,sub_then_compare,2,0.35,0.65,0.0,1.0,arith_sub_small;arith_compare,,composite
EleutherAI/pythia-70m,mean_correct_mrr,final_metric,comp_add_then_compare,arith_add_small;arith_compare,0.484375,0.6981380316014216,-0.2137630316014216,16,-1.6242706693184286,under,higher_is_better,arithmetic,arithmetic,add_then_compare,2,0.4,0.55,0.0,1.0,arith_add_small;arith_compare,,composite
EleutherAI/pythia-70m,mean_correct_mrr,final_metric,comp_add_then_even,arith_add_small;arith_even,0.5286458333333333,0.6972220603550142,-0.1685762270216809,16,-0.4168217324611028,under,higher_is_better,arithmetic,arithmetic,add_then_parity,2,0.35,0.6,0.0,1.0,arith_add_small;arith_even,,composite
EleutherAI/pythia-70m,mean_correct_mrr,final_metric,comp_first_then_same,word_first;word_same,0.5481770833333334,0.7118231914719898,-0.1636461081386564,16,-0.28508268033620227,under,higher_is_better,string,string,first_then_same,2,0.35,0.55,0.0,1.0,word_first;word_same,,composite
EleutherAI/pythia-70m,mean_correct_mrr,final_metric,comp_max_then_compare,arith_max2;arith_compare,0.5559895833333333,0.6817049579916312,-0.1257153746582979,16,0.7284748004601141,under,higher_is_better,arithmetic,arithmetic,max_then_compare,2,0.3,0.7,0.0,1.0,arith_max2;arith_compare,,composite
EleutherAI/pythia-70m,mean_correct_mrr,final_metric,comp_retrieve_then_color,retrieval_object;semantic_color_lookup,0.5260416666666666,0.6826209292380386,-0.156579262571372,16,-0.09624757135887652,under,higher_is_better,retrieval,retrieval,retrieve_then_color,2,0.35,0.65,0.0,1.0,retrieval_object;semantic_color_lookup,,composite
EleutherAI/pythia-70m,mean_correct_mrr,final_metric,comp_retrieve_then_compare,retrieval_number;arith_compare,0.5911458333333334,0.6525026957576802,-0.0613568624243467,16,2.4482161695907902,under,higher_is_better,retrieval,retrieval,retrieve_then_compare,2,0.3,0.8,0.0,1.0,retrieval_number;arith_compare,,composite
EleutherAI/pythia-70m,mean_correct_mrr,final_metric,comp_reverse_then_first,word_reverse2;word_first,0.5481770833333333,0.6963060891086068,-0.1481290057752735,16,0.12955404660273345,under,higher_is_better,string,string,reverse_then_first,2,0.3,0.65,0.0,1.0,word_reverse2;word_first,,composite
EleutherAI/pythia-70m,mean_correct_mrr,final_metric,comp_reverse_then_last,word_reverse2;word_last,0.5364583333333333,0.6963060891086068,-0.1598477557752735,16,-0.18358587024681472,under,higher_is_better,string,string,reverse_then_last,2,0.3,0.65,0.0,1.0,word_reverse2;word_last,,composite
EleutherAI/pythia-70m,mean_correct_mrr,final_metric,comp_reverse_then_same,word_reverse2;word_same,0.5286458333333334,0.6807889867452239,-0.1521431534118905,16,0.02229091212575773,under,higher_is_better,string,string,reverse_then_same,2,0.25,0.75,0.0,1.0,word_reverse2;word_same,,composite
EleutherAI/pythia-70m,mean_correct_mrr,final_metric,comp_sub_then_compare,arith_sub_small;arith_compare,0.5026041666666667,0.6826209292380387,-0.180016762571372,16,-0.7225274050579729,under,higher_is_better,arithmetic,arithmetic,sub_then_compare,2,0.35,0.65,0.0,1.0,arith_sub_small;arith_compare,,composite
EleutherAI/pythia-70m,mean_logprob_correct,final_metric,comp_add_then_compare,arith_add_small;arith_compare,-4.548665765672922,-7.174529896601956,2.625864130929034,16,-0.1983682416541594,over,higher_is_better,arithmetic,arithmetic,add_then_compare,2,0.4,0.55,0.0,1.0,arith_add_small;arith_compare,,composite
EleutherAI/pythia-70m,mean_logprob_correct,final_metric,comp_add_then_even,arith_add_small;arith_even,-4.468727856874466,-7.293923572608856,2.82519571573439,16,0.31201082999117513,over,higher_is_better,arithmetic,arithmetic,add_then_parity,2,0.35,0.6,0.0,1.0,arith_add_small;arith_even,,composite
EleutherAI/pythia-70m,mean_logprob_correct,final_metric,comp_first_then_same,word_first;word_same,-4.539733324199915,-7.324861027811725,2.78512770361181,16,0.20941858476438197,over,higher_is_better,string,string,first_then_same,2,0.35,0.55,0.0,1.0,word_first;word_same,,composite
EleutherAI/pythia-70m,mean_logprob_correct,final_metric,comp_max_then_compare,arith_max2;arith_compare,-4.6671668365597725,-7.382379793412887,2.7152129568531143,16,0.03040519067600614,over,higher_is_better,arithmetic,arithmetic,max_then_compare,2,0.3,0.7,0.0,1.0,arith_max2;arith_compare,,composite
EleutherAI/pythia-70m,mean_logprob_correct,final_metric,comp_retrieve_then_color,retrieval_object;semantic_color_lookup,-4.584104210138321,-7.262986117405987,2.678881907267666,16,-0.0626187391614467,over,higher_is_better,retrieval,retrieval,retrieve_then_color,2,0.35,0.65,0.0,1.0,retrieval_object;semantic_color_lookup,,composite
EleutherAI/pythia-70m,mean_logprob_correct,final_metric,comp_retrieve_then_compare,retrieval_number;arith_compare,-4.068800047039986,-7.320504883007149,3.251704835967163,16,1.4040672095420295,over,higher_is_better,retrieval,retrieval,retrieve_then_compare,2,0.3,0.8,0.0,1.0,retrieval_number;arith_compare,,composite
EleutherAI/pythia-70m,mean_logprob_correct,final_metric,comp_reverse_then_first,word_reverse2;word_first,-5.339396011084318,-7.413317248615756,2.073921237531437,16,-1.6115918499878845,over,higher_is_better,string,string,reverse_then_first,2,0.3,0.65,0.0,1.0,word_reverse2;word_first,,composite
EleutherAI/pythia-70m,mean_logprob_correct,final_metric,comp_reverse_then_last,word_reverse2;word_last,-5.339089330285788,-7.413317248615756,2.074227918329968,16,-1.6108066083444263,over,higher_is_better,string,string,reverse_then_last,2,0.3,0.65,0.0,1.0,word_reverse2;word_last,,composite
EleutherAI/pythia-70m,mean_logprob_correct,final_metric,comp_reverse_then_same,word_reverse2;word_same,-4.163653690367937,-7.501773469419787,3.338119779051849,16,1.6253285739711216,over,higher_is_better,string,string,reverse_then_same,2,0.25,0.75,0.0,1.0,word_reverse2;word_same,,composite
EleutherAI/pythia-70m,mean_logprob_correct,final_metric,comp_sub_then_compare,arith_sub_small;arith_compare,-4.597862016409636,-7.262986117405987,2.6651241009963504,16,-0.09784494979679051,over,higher_is_better,arithmetic,arithmetic,sub_then_compare,2,0.35,0.65,0.0,1.0,arith_sub_small;arith_compare,,composite
