condition,seed,checkpoint_index,data_seen,checkpoint_fraction
baseline,2,27,1533,0.006132
baseline,2,28,1644,0.006576
baseline,2,29,1763,0.007052
baseline,2,30,1891,0.007564
baseline,2,31,2027,0.008108
baseline,2,32,2174,0.008696
baseline,2,33,2331,0.009324
baseline,2,34,2499,0.009996
baseline,2,35,2680,0.01072
baseline,2,36,2874,0.011496
baseline,2,37,3082,0.012328
baseline,2,38,3304,0.013216
baseline,2,39,3543,0.014172
baseline,2,40,3799,0.015196
baseline,2,41,4074,0.016296
baseline,2,42,4368,0.017472
baseline,2,43,4684,0.018736
baseline,2,44,5023,0.020092
baseline,2,45,5386,0.021544
baseline,2,46,5775,0.0231
baseline,2,47,6192,0.024768
baseline,2,48,6640,0.02656
baseline,2,49,7120,0.02848
baseline,2,50,7634,0.030536
baseline,2,51,8186,0.032744
baseline,2,52,8777,0.035108
baseline,2,53,9412,0.037648
baseline,2,54,10092,0.040368
baseline,2,55,10821,0.043284
baseline,2,56,11603,0.046412
baseline,2,57,12442,0.049768
baseline,2,58,13341,0.053364
baseline,2,59,14305,0.05722
baseline,2,60,15339,0.061356
baseline,2,61,16448,0.065792
baseline,2,62,17637,0.070548
baseline,2,63,18911,0.075644
baseline,2,64,20278,0.081112
baseline,2,65,21743,0.086972
baseline,2,66,23315,0.09326
baseline,2,67,24999,0.099996
baseline,2,68,26806,0.107224
baseline,2,69,28743,0.114972
baseline,2,70,30821,0.123284
baseline,2,71,33048,0.132192
baseline,2,72,35436,0.141744
baseline,2,73,37997,0.151988
baseline,2,74,40743,0.162972
baseline,2,75,43688,0.174752
baseline,2,76,46845,0.18738
baseline,2,77,50230,0.20092
baseline,2,78,53860,0.21544
baseline,2,79,57753,0.231012
baseline,2,80,61926,0.247704
baseline,2,81,66402,0.265608
baseline,2,82,71200,0.2848
baseline,2,83,76346,0.305384
baseline,2,84,81863,0.327452
baseline,2,85,87779,0.351116
baseline,2,86,94123,0.376492
baseline,2,87,100925,0.4037
baseline,2,88,108219,0.432876
baseline,2,89,116039,0.464156
baseline,2,90,124425,0.4977
baseline,2,91,133417,0.533668
baseline,2,92,143059,0.572236
baseline,2,93,153397,0.613588
baseline,2,94,164483,0.657932
baseline,2,95,176370,0.70548
baseline,2,96,189115,0.75646
baseline,2,97,202782,0.811128
baseline,2,98,217437,0.869748
baseline,2,99,233150,0.9326
baseline,2,100,249999,0.999996
pretrain_component,0,0,0,0.0
pretrain_component,0,1,249,0.000996
pretrain_component,0,2,268,0.001072
pretrain_component,0,3,287,0.001148
pretrain_component,0,4,308,0.001232
pretrain_component,0,5,330,0.00132
pretrain_component,0,6,354,0.001416
pretrain_component,0,7,379,0.001516
pretrain_component,0,8,407,0.001628
pretrain_component,0,9,436,0.001744
pretrain_component,0,10,468,0.001872
pretrain_component,0,11,502,0.002008
pretrain_component,0,12,538,0.002152
pretrain_component,0,13,577,0.002308
pretrain_component,0,14,619,0.002476
pretrain_component,0,15,664,0.002656
pretrain_component,0,16,712,0.002848
pretrain_component,0,17,763,0.003052
pretrain_component,0,18,818,0.003272
pretrain_component,0,19,877,0.003508
pretrain_component,0,20,941,0.003764
pretrain_component,0,21,1009,0.004036
pretrain_component,0,22,1082,0.004328
pretrain_component,0,23,1160,0.00464
pretrain_component,0,24,1244,0.004976
pretrain_component,0,25,1334,0.005336
pretrain_component,0,26,1430,0.00572
pretrain_component,0,27,1533,0.006132
pretrain_component,0,28,1644,0.006576
pretrain_component,0,29,1763,0.007052
pretrain_component,0,30,1891,0.007564
pretrain_component,0,31,2027,0.008108
pretrain_component,0,32,2174,0.008696
pretrain_component,0,33,2331,0.009324
pretrain_component,0,34,2499,0.009996
pretrain_component,0,35,2680,0.01072
pretrain_component,0,36,2874,0.011496
pretrain_component,0,37,3082,0.012328
pretrain_component,0,38,3304,0.013216
pretrain_component,0,39,3543,0.014172
pretrain_component,0,40,3799,0.015196
pretrain_component,0,41,4074,0.016296
pretrain_component,0,42,4368,0.017472
pretrain_component,0,43,4684,0.018736
pretrain_component,0,44,5023,0.020092
pretrain_component,0,45,5386,0.021544
pretrain_component,0,46,5775,0.0231
pretrain_component,0,47,6192,0.024768
pretrain_component,0,48,6640,0.02656
pretrain_component,0,49,7120,0.02848
pretrain_component,0,50,7634,0.030536
pretrain_component,0,51,8186,0.032744
pretrain_component,0,52,8777,0.035108
pretrain_component,0,53,9412,0.037648
pretrain_component,0,54,10092,0.040368
pretrain_component,0,55,10821,0.043284
pretrain_component,0,56,11603,0.046412
pretrain_component,0,57,12442,0.049768
pretrain_component,0,58,13341,0.053364
pretrain_component,0,59,14305,0.05722
pretrain_component,0,60,15339,0.061356
pretrain_component,0,61,16448,0.065792
pretrain_component,0,62,17637,0.070548
pretrain_component,0,63,18911,0.075644
pretrain_component,0,64,20278,0.081112
pretrain_component,0,65,21743,0.086972
pretrain_component,0,66,23315,0.09326
pretrain_component,0,67,24999,0.099996
pretrain_component,0,68,26806,0.107224
pretrain_component,0,69,28743,0.114972
pretrain_component,0,70,30821,0.123284
pretrain_component,0,71,33048,0.132192
pretrain_component,0,72,35436,0.141744
pretrain_component,0,73,37997,0.151988
pretrain_component,0,74,40743,0.162972
pretrain_component,0,75,43688,0.174752
pretrain_component,0,76,46845,0.18738
pretrain_component,0,77,50230,0.20092
pretrain_component,0,78,53860,0.21544
pretrain_component,0,79,57753,0.231012
pretrain_component,0,80,61926,0.247704
pretrain_component,0,81,66402,0.265608
pretrain_component,0,82,71200,0.2848
pretrain_component,0,83,76346,0.305384
pretrain_component,0,84,81863,0.327452
pretrain_component,0,85,87779,0.351116
pretrain_component,0,86,94123,0.376492
pretrain_component,0,87,100925,0.4037
pretrain_component,0,88,108219,0.432876
pretrain_component,0,89,116039,0.464156
pretrain_component,0,90,124425,0.4977
pretrain_component,0,91,133417,0.533668
pretrain_component,0,92,143059,0.572236
pretrain_component,0,93,153397,0.613588
pretrain_component,0,94,164483,0.657932
pretrain_component,0,95,176370,0.70548
pretrain_component,0,96,189115,0.75646
pretrain_component,0,97,202782,0.811128
pretrain_component,0,98,217437,0.869748
pretrain_component,0,99,233150,0.9326
pretrain_component,0,100,249999,0.999996
pretrain_component,1,0,0,0.0
pretrain_component,1,1,249,0.000996
pretrain_component,1,2,268,0.001072
pretrain_component,1,3,287,0.001148
pretrain_component,1,4,308,0.001232
pretrain_component,1,5,330,0.00132
pretrain_component,1,6,354,0.001416
pretrain_component,1,7,379,0.001516
pretrain_component,1,8,407,0.001628
pretrain_component,1,9,436,0.001744
pretrain_component,1,10,468,0.001872
pretrain_component,1,11,502,0.002008
pretrain_component,1,12,538,0.002152
pretrain_component,1,13,577,0.002308
pretrain_component,1,14,619,0.002476
pretrain_component,1,15,664,0.002656
pretrain_component,1,16,712,0.002848
pretrain_component,1,17,763,0.003052
pretrain_component,1,18,818,0.003272
pretrain_component,1,19,877,0.003508
pretrain_component,1,20,941,0.003764
pretrain_component,1,21,1009,0.004036
pretrain_component,1,22,1082,0.004328
pretrain_component,1,23,1160,0.00464
pretrain_component,1,24,1244,0.004976
pretrain_component,1,25,1334,0.005336
pretrain_component,1,26,1430,0.00572
pretrain_component,1,27,1533,0.006132
pretrain_component,1,28,1644,0.006576
pretrain_component,1,29,1763,0.007052
pretrain_component,1,30,1891,0.007564
pretrain_component,1,31,2027,0.008108
pretrain_component,1,32,2174,0.008696
pretrain_component,1,33,2331,0.009324
pretrain_component,1,34,2499,0.009996
pretrain_component,1,35,2680,0.01072
pretrain_component,1,36,2874,0.011496
pretrain_component,1,37,3082,0.012328
pretrain_component,1,38,3304,0.013216
pretrain_component,1,39,3543,0.014172
pretrain_component,1,40,3799,0.015196
pretrain_component,1,41,4074,0.016296
pretrain_component,1,42,4368,0.017472
pretrain_component,1,43,4684,0.018736
pretrain_component,1,44,5023,0.020092
pretrain_component,1,45,5386,0.021544
pretrain_component,1,46,5775,0.0231
pretrain_component,1,47,6192,0.024768
pretrain_component,1,48,6640,0.02656
pretrain_component,1,49,7120,0.02848
pretrain_component,1,50,7634,0.030536
pretrain_component,1,51,8186,0.032744
pretrain_component,1,52,8777,0.035108
pretrain_component,1,53,9412,0.037648
pretrain_component,1,54,10092,0.040368
pretrain_component,1,55,10821,0.043284
pretrain_component,1,56,11603,0.046412
pretrain_component,1,57,12442,0.049768
pretrain_component,1,58,13341,0.053364
pretrain_component,1,59,14305,0.05722
pretrain_component,1,60,15339,0.061356
pretrain_component,1,61,16448,0.065792
pretrain_component,1,62,17637,0.070548
pretrain_component,1,63,18911,0.075644
pretrain_component,1,64,20278,0.081112
pretrain_component,1,65,21743,0.086972
pretrain_component,1,66,23315,0.09326
pretrain_component,1,67,24999,0.099996
pretrain_component,1,68,26806,0.107224
pretrain_component,1,69,28743,0.114972
pretrain_component,1,70,30821,0.123284
pretrain_component,1,71,33048,0.132192
pretrain_component,1,72,35436,0.141744
pretrain_component,1,73,37997,0.151988
pretrain_component,1,74,40743,0.162972
pretrain_component,1,75,43688,0.174752
pretrain_component,1,76,46845,0.18738
pretrain_component,1,77,50230,0.20092
pretrain_component,1,78,53860,0.21544
pretrain_component,1,79,57753,0.231012
pretrain_component,1,80,61926,0.247704
pretrain_component,1,81,66402,0.265608
pretrain_component,1,82,71200,0.2848
pretrain_component,1,83,76346,0.305384
pretrain_component,1,84,81863,0.327452
pretrain_component,1,85,87779,0.351116
pretrain_component,1,86,94123,0.376492
pretrain_component,1,87,100925,0.4037
pretrain_component,1,88,108219,0.432876
pretrain_component,1,89,116039,0.464156
pretrain_component,1,90,124425,0.4977
pretrain_component,1,91,133417,0.533668
pretrain_component,1,92,143059,0.572236
pretrain_component,1,93,153397,0.613588
pretrain_component,1,94,164483,0.657932
pretrain_component,1,95,176370,0.70548
pretrain_component,1,96,189115,0.75646
pretrain_component,1,97,202782,0.811128
pretrain_component,1,98,217437,0.869748
pretrain_component,1,99,233150,0.9326
pretrain_component,1,100,249999,0.999996
pretrain_component,2,0,0,0.0
pretrain_component,2,1,249,0.000996
pretrain_component,2,2,268,0.001072
pretrain_component,2,3,287,0.001148
pretrain_component,2,4,308,0.001232
pretrain_component,2,5,330,0.00132
pretrain_component,2,6,354,0.001416
pretrain_component,2,7,379,0.001516
pretrain_component,2,8,407,0.001628
pretrain_component,2,9,436,0.001744
pretrain_component,2,10,468,0.001872
pretrain_component,2,11,502,0.002008
pretrain_component,2,12,538,0.002152
pretrain_component,2,13,577,0.002308
pretrain_component,2,14,619,0.002476
pretrain_component,2,15,664,0.002656
pretrain_component,2,16,712,0.002848
pretrain_component,2,17,763,0.003052
pretrain_component,2,18,818,0.003272
pretrain_component,2,19,877,0.003508
pretrain_component,2,20,941,0.003764
pretrain_component,2,21,1009,0.004036
pretrain_component,2,22,1082,0.004328
pretrain_component,2,23,1160,0.00464
pretrain_component,2,24,1244,0.004976
pretrain_component,2,25,1334,0.005336
pretrain_component,2,26,1430,0.00572
pretrain_component,2,27,1533,0.006132
pretrain_component,2,28,1644,0.006576
pretrain_component,2,29,1763,0.007052
pretrain_component,2,30,1891,0.007564
pretrain_component,2,31,2027,0.008108
pretrain_component,2,32,2174,0.008696
pretrain_component,2,33,2331,0.009324
pretrain_component,2,34,2499,0.009996
pretrain_component,2,35,2680,0.01072
pretrain_component,2,36,2874,0.011496
pretrain_component,2,37,3082,0.012328
pretrain_component,2,38,3304,0.013216
pretrain_component,2,39,3543,0.014172
pretrain_component,2,40,3799,0.015196
pretrain_component,2,41,4074,0.016296
pretrain_component,2,42,4368,0.017472
pretrain_component,2,43,4684,0.018736
pretrain_component,2,44,5023,0.020092
pretrain_component,2,45,5386,0.021544
pretrain_component,2,46,5775,0.0231
pretrain_component,2,47,6192,0.024768
pretrain_component,2,48,6640,0.02656
pretrain_component,2,49,7120,0.02848
pretrain_component,2,50,7634,0.030536
pretrain_component,2,51,8186,0.032744
pretrain_component,2,52,8777,0.035108
pretrain_component,2,53,9412,0.037648
pretrain_component,2,54,10092,0.040368
pretrain_component,2,55,10821,0.043284
pretrain_component,2,56,11603,0.046412
pretrain_component,2,57,12442,0.049768
pretrain_component,2,58,13341,0.053364
pretrain_component,2,59,14305,0.05722
pretrain_component,2,60,15339,0.061356
pretrain_component,2,61,16448,0.065792
pretrain_component,2,62,17637,0.070548
pretrain_component,2,63,18911,0.075644
pretrain_component,2,64,20278,0.081112
pretrain_component,2,65,21743,0.086972
pretrain_component,2,66,23315,0.09326
pretrain_component,2,67,24999,0.099996
pretrain_component,2,68,26806,0.107224
pretrain_component,2,69,28743,0.114972
pretrain_component,2,70,30821,0.123284
pretrain_component,2,71,33048,0.132192
pretrain_component,2,72,35436,0.141744
pretrain_component,2,73,37997,0.151988
pretrain_component,2,74,40743,0.162972
pretrain_component,2,75,43688,0.174752
pretrain_component,2,76,46845,0.18738
pretrain_component,2,77,50230,0.20092
pretrain_component,2,78,53860,0.21544
pretrain_component,2,79,57753,0.231012
pretrain_component,2,80,61926,0.247704
pretrain_component,2,81,66402,0.265608
pretrain_component,2,82,71200,0.2848
pretrain_component,2,83,76346,0.305384
pretrain_component,2,84,81863,0.327452
pretrain_component,2,85,87779,0.351116
pretrain_component,2,86,94123,0.376492
pretrain_component,2,87,100925,0.4037
pretrain_component,2,88,108219,0.432876
pretrain_component,2,89,116039,0.464156
pretrain_component,2,90,124425,0.4977
pretrain_component,2,91,133417,0.533668
pretrain_component,2,92,143059,0.572236
pretrain_component,2,93,153397,0.613588
pretrain_component,2,94,164483,0.657932
pretrain_component,2,95,176370,0.70548
pretrain_component,2,96,189115,0.75646
pretrain_component,2,97,202782,0.811128
pretrain_component,2,98,217437,0.869748
pretrain_component,2,99,233150,0.9326
pretrain_component,2,100,249999,0.999996
pretrain_same_operation_unrelated,0,0,0,0.0
pretrain_same_operation_unrelated,0,1,249,0.000996
pretrain_same_operation_unrelated,0,2,268,0.001072
pretrain_same_operation_unrelated,0,3,287,0.001148
pretrain_same_operation_unrelated,0,4,308,0.001232
pretrain_same_operation_unrelated,0,5,330,0.00132
pretrain_same_operation_unrelated,0,6,354,0.001416
pretrain_same_operation_unrelated,0,7,379,0.001516
pretrain_same_operation_unrelated,0,8,407,0.001628
pretrain_same_operation_unrelated,0,9,436,0.001744
pretrain_same_operation_unrelated,0,10,468,0.001872
pretrain_same_operation_unrelated,0,11,502,0.002008
pretrain_same_operation_unrelated,0,12,538,0.002152
pretrain_same_operation_unrelated,0,13,577,0.002308
pretrain_same_operation_unrelated,0,14,619,0.002476
pretrain_same_operation_unrelated,0,15,664,0.002656
pretrain_same_operation_unrelated,0,16,712,0.002848
pretrain_same_operation_unrelated,0,17,763,0.003052
pretrain_same_operation_unrelated,0,18,818,0.003272
pretrain_same_operation_unrelated,0,19,877,0.003508
pretrain_same_operation_unrelated,0,20,941,0.003764
pretrain_same_operation_unrelated,0,21,1009,0.004036
pretrain_same_operation_unrelated,0,22,1082,0.004328
pretrain_same_operation_unrelated,0,23,1160,0.00464
pretrain_same_operation_unrelated,0,24,1244,0.004976
pretrain_same_operation_unrelated,0,25,1334,0.005336
pretrain_same_operation_unrelated,0,26,1430,0.00572
pretrain_same_operation_unrelated,0,27,1533,0.006132
pretrain_same_operation_unrelated,0,28,1644,0.006576
pretrain_same_operation_unrelated,0,29,1763,0.007052
pretrain_same_operation_unrelated,0,30,1891,0.007564
pretrain_same_operation_unrelated,0,31,2027,0.008108
pretrain_same_operation_unrelated,0,32,2174,0.008696
pretrain_same_operation_unrelated,0,33,2331,0.009324
pretrain_same_operation_unrelated,0,34,2499,0.009996
pretrain_same_operation_unrelated,0,35,2680,0.01072
pretrain_same_operation_unrelated,0,36,2874,0.011496
pretrain_same_operation_unrelated,0,37,3082,0.012328
pretrain_same_operation_unrelated,0,38,3304,0.013216
pretrain_same_operation_unrelated,0,39,3543,0.014172
pretrain_same_operation_unrelated,0,40,3799,0.015196
pretrain_same_operation_unrelated,0,41,4074,0.016296
pretrain_same_operation_unrelated,0,42,4368,0.017472
pretrain_same_operation_unrelated,0,43,4684,0.018736
pretrain_same_operation_unrelated,0,44,5023,0.020092
pretrain_same_operation_unrelated,0,45,5386,0.021544
pretrain_same_operation_unrelated,0,46,5775,0.0231
pretrain_same_operation_unrelated,0,47,6192,0.024768
pretrain_same_operation_unrelated,0,48,6640,0.02656
pretrain_same_operation_unrelated,0,49,7120,0.02848
pretrain_same_operation_unrelated,0,50,7634,0.030536
pretrain_same_operation_unrelated,0,51,8186,0.032744
pretrain_same_operation_unrelated,0,52,8777,0.035108
pretrain_same_operation_unrelated,0,53,9412,0.037648
pretrain_same_operation_unrelated,0,54,10092,0.040368
pretrain_same_operation_unrelated,0,55,10821,0.043284
pretrain_same_operation_unrelated,0,56,11603,0.046412
pretrain_same_operation_unrelated,0,57,12442,0.049768
pretrain_same_operation_unrelated,0,58,13341,0.053364
pretrain_same_operation_unrelated,0,59,14305,0.05722
pretrain_same_operation_unrelated,0,60,15339,0.061356
pretrain_same_operation_unrelated,0,61,16448,0.065792
pretrain_same_operation_unrelated,0,62,17637,0.070548
pretrain_same_operation_unrelated,0,63,18911,0.075644
pretrain_same_operation_unrelated,0,64,20278,0.081112
pretrain_same_operation_unrelated,0,65,21743,0.086972
pretrain_same_operation_unrelated,0,66,23315,0.09326
pretrain_same_operation_unrelated,0,67,24999,0.099996
pretrain_same_operation_unrelated,0,68,26806,0.107224
pretrain_same_operation_unrelated,0,69,28743,0.114972
pretrain_same_operation_unrelated,0,70,30821,0.123284
pretrain_same_operation_unrelated,0,71,33048,0.132192
pretrain_same_operation_unrelated,0,72,35436,0.141744
pretrain_same_operation_unrelated,0,73,37997,0.151988
pretrain_same_operation_unrelated,0,74,40743,0.162972
pretrain_same_operation_unrelated,0,75,43688,0.174752
pretrain_same_operation_unrelated,0,76,46845,0.18738
pretrain_same_operation_unrelated,0,77,50230,0.20092
pretrain_same_operation_unrelated,0,78,53860,0.21544
pretrain_same_operation_unrelated,0,79,57753,0.231012
pretrain_same_operation_unrelated,0,80,61926,0.247704
pretrain_same_operation_unrelated,0,81,66402,0.265608
pretrain_same_operation_unrelated,0,82,71200,0.2848
pretrain_same_operation_unrelated,0,83,76346,0.305384
pretrain_same_operation_unrelated,0,84,81863,0.327452
pretrain_same_operation_unrelated,0,85,87779,0.351116
pretrain_same_operation_unrelated,0,86,94123,0.376492
pretrain_same_operation_unrelated,0,87,100925,0.4037
pretrain_same_operation_unrelated,0,88,108219,0.432876
pretrain_same_operation_unrelated,0,89,116039,0.464156
pretrain_same_operation_unrelated,0,90,124425,0.4977
pretrain_same_operation_unrelated,0,91,133417,0.533668
pretrain_same_operation_unrelated,0,92,143059,0.572236
pretrain_same_operation_unrelated,0,93,153397,0.613588
pretrain_same_operation_unrelated,0,94,164483,0.657932
pretrain_same_operation_unrelated,0,95,176370,0.70548
pretrain_same_operation_unrelated,0,96,189115,0.75646
pretrain_same_operation_unrelated,0,97,202782,0.811128
pretrain_same_operation_unrelated,0,98,217437,0.869748
pretrain_same_operation_unrelated,0,99,233150,0.9326
pretrain_same_operation_unrelated,0,100,249999,0.999996
pretrain_same_operation_unrelated,1,0,0,0.0
pretrain_same_operation_unrelated,1,1,249,0.000996
pretrain_same_operation_unrelated,1,2,268,0.001072
pretrain_same_operation_unrelated,1,3,287,0.001148
pretrain_same_operation_unrelated,1,4,308,0.001232
pretrain_same_operation_unrelated,1,5,330,0.00132
pretrain_same_operation_unrelated,1,6,354,0.001416
pretrain_same_operation_unrelated,1,7,379,0.001516
pretrain_same_operation_unrelated,1,8,407,0.001628
pretrain_same_operation_unrelated,1,9,436,0.001744
pretrain_same_operation_unrelated,1,10,468,0.001872
pretrain_same_operation_unrelated,1,11,502,0.002008
pretrain_same_operation_unrelated,1,12,538,0.002152
pretrain_same_operation_unrelated,1,13,577,0.002308
pretrain_same_operation_unrelated,1,14,619,0.002476
pretrain_same_operation_unrelated,1,15,664,0.002656
pretrain_same_operation_unrelated,1,16,712,0.002848
pretrain_same_operation_unrelated,1,17,763,0.003052
pretrain_same_operation_unrelated,1,18,818,0.003272
pretrain_same_operation_unrelated,1,19,877,0.003508
pretrain_same_operation_unrelated,1,20,941,0.003764
pretrain_same_operation_unrelated,1,21,1009,0.004036
pretrain_same_operation_unrelated,1,22,1082,0.004328
pretrain_same_operation_unrelated,1,23,1160,0.00464
pretrain_same_operation_unrelated,1,24,1244,0.004976
pretrain_same_operation_unrelated,1,25,1334,0.005336
pretrain_same_operation_unrelated,1,26,1430,0.00572
pretrain_same_operation_unrelated,1,27,1533,0.006132
pretrain_same_operation_unrelated,1,28,1644,0.006576
