condition,seed,data_seen,task_name,kind,loss,token_accuracy,exact_match,balanced_accuracy,accuracy,checkpoint_fraction
delay_different_operation_matched_strong,9,250112,K01_shortcut_for_A07_reverse,shortcut,0.1907281428575515,0.9554036855697632,0.75,0.75,0.75,1.000448
delay_different_operation_matched_strong,9,250112,K02_shortcut_for_A04_reverse,shortcut,0.1845786571502685,0.955078125,0.7421875,0.7421875,0.7421875,1.000448
delay_different_operation_matched_strong,9,250112,S00_surface_rotate,surface_control,2.355910301208496,0.2864583432674408,0.0,0.0,0.0,1.000448
delay_different_operation_matched_strong,9,250112,S01_surface_rotate,surface_control,2.3099961280822754,0.3919270932674408,0.0,0.0,0.0,1.000448
delay_different_operation_matched_strong,9,250112,S02_surface_rotate,surface_control,3.572981834411621,0.2320963591337204,0.0,0.0,0.0,1.000448
delay_different_operation_matched_strong,9,250112,U00_unrelated_substitute,unrelated,2.884854555130005,0.0625,0.0,0.0,0.0,1.000448
delay_different_operation_matched_strong,9,250112,U01_unrelated_substitute,unrelated,1.155025839805603,0.6139323115348816,0.0,0.0,0.0,1.000448
delay_different_operation_matched_strong,9,250112,U02_unrelated_substitute,unrelated,2.883814573287964,0.0647786483168602,0.0,0.0,0.0,1.000448
delay_different_operation_matched_strong,9,250112,C01_substitute_then_reverse_03_04,composite,0.3599608242511749,0.8346354365348816,0.1875,0.1875,0.1875,1.000448
delay_different_operation_matched_strong,9,250112,C02_copy_then_substitute_00_07,composite,0.3477903306484222,0.849609375,0.248046875,0.248046875,0.248046875,1.000448
delay_different_operation_matched_strong,9,250112,C03_reverse_then_substitute_06_01,composite,0.3542364537715912,0.841796875,0.2265625,0.2265625,0.2265625,1.000448
delay_different_operation_matched_strong,9,250112,C04_substitute_then_reverse_07_01,composite,0.1885541826486587,0.9599609375,0.7734375,0.7734375,0.7734375,1.000448
delay_different_operation_matched_strong,9,250112,C05_copy_then_substitute_06_07,composite,0.3522379398345947,0.8414713740348816,0.19921875,0.19921875,0.19921875,1.000448
delay_different_operation_matched_strong,9,250112,C06_reverse_then_substitute_02_00,composite,1.158245086669922,0.6158854365348816,0.0,0.0,0.0,1.000448
delay_different_operation_matched_strong,9,250112,C07_substitute_then_reverse_04_03,composite,0.3654713630676269,0.8365885615348816,0.19140625,0.19140625,0.19140625,1.000448
delay_different_operation_matched_strong,9,250112,K00_shortcut_for_A00_copy,shortcut,0.1888404488563537,0.9521484375,0.7265625,0.7265625,0.7265625,1.000448
delay_different_operation_matched_strong,9,250112,A01_reverse,atomic,0.3566071987152099,0.8349609375,0.16796875,0.16796875,0.16796875,1.000448
delay_different_operation_matched_strong,9,250112,A02_substitute,atomic,1.1529865264892578,0.609375,0.001953125,0.001953125,0.001953125,1.000448
delay_different_operation_matched_strong,9,250112,A03_copy,atomic,0.1906294077634811,0.9560546875,0.751953125,0.751953125,0.751953125,1.000448
delay_different_operation_matched_strong,9,250112,A04_reverse,atomic,0.3717391192913055,0.8310546875,0.2109375,0.2109375,0.2109375,1.000448
delay_different_operation_matched_strong,9,250112,A05_substitute,atomic,1.1450145244598389,0.6129557490348816,0.0,0.0,0.0,1.000448
delay_different_operation_matched_strong,9,250112,A06_copy,atomic,0.1897223442792892,0.951171875,0.71875,0.71875,0.71875,1.000448
delay_different_operation_matched_strong,9,250112,A07_reverse,atomic,0.361941248178482,0.8346354365348816,0.173828125,0.173828125,0.173828125,1.000448
delay_different_operation_matched_strong,9,250112,C00_reverse_then_substitute_06_04,composite,0.3553721904754638,0.8382161855697632,0.189453125,0.189453125,0.189453125,1.000448
delay_different_operation_matched_strong,9,250112,A00_copy,atomic,0.1892069429159164,0.9583333730697632,0.759765625,0.759765625,0.759765625,1.000448
delay_different_operation_matched_strong,8,250112,U00_unrelated_substitute,unrelated,1.4971708059310913,0.546875,0.0,0.0,0.0,1.000448
delay_different_operation_matched_strong,8,250112,U01_unrelated_substitute,unrelated,0.5989343523979187,0.7958984375,0.001953125,0.001953125,0.001953125,1.000448
delay_different_operation_matched_strong,8,250112,U02_unrelated_substitute,unrelated,1.477774143218994,0.5498046875,0.0,0.0,0.0,1.000448
delay_different_operation_matched_strong,8,250112,C06_reverse_then_substitute_02_00,composite,0.5928710103034973,0.7985026240348816,0.001953125,0.001953125,0.001953125,1.000448
delay_different_operation_matched_strong,8,250112,C07_substitute_then_reverse_04_03,composite,0.3387044668197632,0.8590494990348816,0.275390625,0.275390625,0.275390625,1.000448
delay_different_operation_matched_strong,8,250112,K00_shortcut_for_A00_copy,shortcut,0.1555993854999542,0.9498698115348816,0.701171875,0.701171875,0.701171875,1.000448
delay_different_operation_matched_strong,8,250112,K01_shortcut_for_A07_reverse,shortcut,0.1590307205915451,0.9479166865348816,0.693359375,0.693359375,0.693359375,1.000448
delay_different_operation_matched_strong,8,250112,K02_shortcut_for_A04_reverse,shortcut,0.1529029607772827,0.9485677480697632,0.6953125,0.6953125,0.6953125,1.000448
delay_different_operation_matched_strong,8,250112,S00_surface_rotate,surface_control,1.9622149467468264,0.4391276240348816,0.0,0.0,0.0,1.000448
delay_different_operation_matched_strong,8,250112,S01_surface_rotate,surface_control,1.1347095966339111,0.7428385615348816,0.0,0.0,0.0,1.000448
delay_different_operation_matched_strong,8,250112,S02_surface_rotate,surface_control,2.376226663589477,0.5361328125,0.0,0.0,0.0,1.000448
delay_different_operation_matched_strong,8,250112,A06_copy,atomic,0.15552718937397,0.9508463740348816,0.712890625,0.712890625,0.712890625,1.000448
delay_different_operation_matched_strong,8,250112,A07_reverse,atomic,0.3139212429523468,0.8606771230697632,0.2578125,0.2578125,0.2578125,1.000448
