source_run_dir,source_model_name,model_name,composite_slice_id,component_ids,n_metrics,n_component_lag_metrics,n_composite_ahead_metrics,component_lag_rate,composite_ahead_rate,mean_composite_minus_component_final,mean_composite_minus_component_delta,verdict,lag_metrics,ahead_metrics
results/pythia_model_sweep_v30/pythia-160m_n64,EleutherAI/pythia-160m,EleutherAI/pythia-160m,comp_first_then_same,word_first;word_same,5,5,0,1.0,0.0,-0.1093876830612619,-0.0430592990790798,component_lag_observational,accuracy;mean_logprob_correct;mean_correct_margin;mean_correct_mrr;mean_logprob_margin,
results/pythia_model_sweep_v30/pythia-160m_n64,EleutherAI/pythia-160m,EleutherAI/pythia-160m,comp_sub_then_compare,arith_sub_small;arith_compare,5,4,1,0.8,0.2,-0.1236647870391607,-0.1180469111849866,component_lag_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_margin,mean_logprob_correct
results/pythia_model_sweep_v30/pythia-160m_n64,EleutherAI/pythia-160m,EleutherAI/pythia-160m,comp_add_then_compare,arith_add_small;arith_compare,5,4,1,0.8,0.2,-0.0895329777772228,-0.0449377809340756,component_lag_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_margin,mean_logprob_correct
results/pythia_model_sweep_v30/pythia-160m_n64,EleutherAI/pythia-160m,EleutherAI/pythia-160m,comp_reverse_then_last,word_reverse2;word_last,5,4,1,0.8,0.2,0.001817187666893,0.1426220099131267,component_lag_observational,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_margin,mean_logprob_correct
results/pythia_model_sweep_v30/pythia-160m_n64,EleutherAI/pythia-160m,EleutherAI/pythia-160m,comp_retrieve_then_compare,retrieval_number;arith_compare,5,2,3,0.4,0.6,-0.0115562091891963,-0.0703923658157388,composite_ahead_observational,mean_logprob_correct;mean_logprob_margin,accuracy;mean_correct_margin;mean_correct_mrr
results/pythia_model_sweep_v30/pythia-160m_n64,EleutherAI/pythia-160m,EleutherAI/pythia-160m,comp_reverse_then_first,word_reverse2;word_first,5,2,3,0.4,0.6,0.0317245931675036,0.1271019003043573,composite_ahead_observational,mean_correct_mrr;mean_logprob_margin,accuracy;mean_logprob_correct;mean_correct_margin
results/pythia_model_sweep_v30/pythia-160m_n64,EleutherAI/pythia-160m,EleutherAI/pythia-160m,comp_reverse_then_same,word_reverse2;word_same,5,1,2,0.2,0.4,0.1033064717426895,0.116138854560753,mixed_component_coupling,mean_logprob_margin,mean_logprob_correct;mean_correct_margin
results/pythia_model_sweep_v30/pythia-160m_n64,EleutherAI/pythia-160m,EleutherAI/pythia-160m,comp_add_then_even,arith_add_small;arith_even,5,1,4,0.2,0.8,0.1132225842525562,0.1230203108241159,composite_ahead_observational,mean_logprob_margin,accuracy;mean_logprob_correct;mean_correct_margin;mean_correct_mrr
results/pythia_model_sweep_v30/pythia-160m_n64,EleutherAI/pythia-160m,EleutherAI/pythia-160m,comp_retrieve_then_color,retrieval_object;semantic_color_lookup,5,1,4,0.2,0.8,0.1290507370606065,0.1101261908188466,composite_ahead_observational,mean_logprob_margin,accuracy;mean_logprob_correct;mean_correct_margin;mean_correct_mrr
results/pythia_model_sweep_v30/pythia-160m_n64,EleutherAI/pythia-160m,EleutherAI/pythia-160m,comp_max_then_compare,arith_max2;arith_compare,5,1,4,0.2,0.8,0.1446503300840656,0.1255273495490356,composite_ahead_observational,mean_logprob_margin,accuracy;mean_logprob_correct;mean_correct_margin;mean_correct_mrr
results/pythia_model_sweep_v31_410m/pythia-410m_n64,EleutherAI/pythia-410m,EleutherAI/pythia-410m,comp_sub_then_compare,arith_sub_small;arith_compare,5,3,2,0.6,0.4,-0.0233622220344841,0.0307511933458347,component_lag_observational,accuracy;mean_correct_margin;mean_correct_mrr,mean_logprob_correct;mean_logprob_margin
results/pythia_model_sweep_v31_410m/pythia-410m_n64,EleutherAI/pythia-410m,EleutherAI/pythia-410m,comp_add_then_compare,arith_add_small;arith_compare,5,3,2,0.6,0.4,0.0292364174810548,0.0413388763554393,component_lag_observational,accuracy;mean_correct_mrr;mean_logprob_margin,mean_logprob_correct;mean_correct_margin
results/pythia_model_sweep_v31_410m/pythia-410m_n64,EleutherAI/pythia-410m,EleutherAI/pythia-410m,comp_first_then_same,word_first;word_same,5,2,3,0.4,0.6,-0.008336275567611,0.0129397861659522,composite_ahead_observational,accuracy;mean_logprob_margin,mean_logprob_correct;mean_correct_margin;mean_correct_mrr
results/pythia_model_sweep_v31_410m/pythia-410m_n64,EleutherAI/pythia-410m,EleutherAI/pythia-410m,comp_add_then_even,arith_add_small;arith_even,5,2,3,0.4,0.6,0.0032369755208492,0.0203052910665671,composite_ahead_observational,mean_logprob_correct;mean_logprob_margin,accuracy;mean_correct_margin;mean_correct_mrr
results/pythia_model_sweep_v31_410m/pythia-410m_n64,EleutherAI/pythia-410m,EleutherAI/pythia-410m,comp_reverse_then_last,word_reverse2;word_last,5,2,3,0.4,0.6,0.0069996304189165,0.0139735720430814,composite_ahead_observational,accuracy;mean_logprob_margin,mean_logprob_correct;mean_correct_margin;mean_correct_mrr
results/pythia_model_sweep_v31_410m/pythia-410m_n64,EleutherAI/pythia-410m,EleutherAI/pythia-410m,comp_reverse_then_same,word_reverse2;word_same,5,1,3,0.2,0.6,-0.0639417041093112,-0.0384210282315807,composite_ahead_observational,mean_logprob_margin,mean_logprob_correct;mean_correct_margin;mean_correct_mrr
results/pythia_model_sweep_v31_410m/pythia-410m_n64,EleutherAI/pythia-410m,EleutherAI/pythia-410m,comp_reverse_then_first,word_reverse2;word_first,5,1,4,0.2,0.8,-0.0047440672914187,-6.15904728567998e-05,composite_ahead_observational,mean_logprob_margin,accuracy;mean_logprob_correct;mean_correct_margin;mean_correct_mrr
results/pythia_model_sweep_v31_410m/pythia-410m_n64,EleutherAI/pythia-410m,EleutherAI/pythia-410m,comp_max_then_compare,arith_max2;arith_compare,5,1,4,0.2,0.8,0.0560688438514869,0.0204032190144063,composite_ahead_observational,mean_logprob_correct,accuracy;mean_correct_margin;mean_correct_mrr;mean_logprob_margin
results/pythia_model_sweep_v31_410m/pythia-410m_n64,EleutherAI/pythia-410m,EleutherAI/pythia-410m,comp_retrieve_then_compare,retrieval_number;arith_compare,5,1,4,0.2,0.8,0.0623780445195734,0.0820134183702369,composite_ahead_observational,mean_logprob_margin,accuracy;mean_logprob_correct;mean_correct_margin;mean_correct_mrr
results/pythia_model_sweep_v31_410m/pythia-410m_n64,EleutherAI/pythia-410m,EleutherAI/pythia-410m,comp_retrieve_then_color,retrieval_object;semantic_color_lookup,5,1,4,0.2,0.8,0.0950463301191727,0.036627539619803,composite_ahead_observational,mean_logprob_margin,accuracy;mean_logprob_correct;mean_correct_margin;mean_correct_mrr
