model_name,metric,composite_slice_id,component_ids,n_components_found,composite_final,component_mean_final,composite_minus_component_final,composite_delta,component_mean_delta,composite_minus_component_delta
EleutherAI/pythia-1.4b,accuracy,comp_add_then_compare,arith_add_small;arith_compare,2,0.125,0.28125,-0.15625,-0.1875,0.09375,-0.28125
EleutherAI/pythia-1.4b,accuracy,comp_add_then_even,arith_add_small;arith_even,2,0.125,0.1875,-0.0625,-0.0625,-0.0625,0.0
EleutherAI/pythia-1.4b,accuracy,comp_first_then_same,word_first;word_same,2,0.375,0.3125,0.0625,0.125,0.03125,0.09375
EleutherAI/pythia-1.4b,accuracy,comp_max_then_compare,arith_max2;arith_compare,2,0.25,0.34375,-0.09375,0.0625,0.15625,-0.09375
EleutherAI/pythia-1.4b,accuracy,comp_retrieve_then_color,retrieval_object;semantic_color_lookup,2,0.125,0.25,-0.125,-0.1875,-0.03125,-0.15625
EleutherAI/pythia-1.4b,accuracy,comp_retrieve_then_compare,retrieval_number;arith_compare,2,0.1875,0.34375,-0.15625,-0.0625,0.09375,-0.15625
EleutherAI/pythia-1.4b,accuracy,comp_reverse_then_first,word_reverse2;word_first,2,0.375,0.28125,0.09375,0.125,0.0625,0.0625
EleutherAI/pythia-1.4b,accuracy,comp_reverse_then_last,word_reverse2;word_last,2,0.1875,0.3125,-0.125,-0.1875,0.09375,-0.28125
EleutherAI/pythia-1.4b,accuracy,comp_reverse_then_same,word_reverse2;word_same,2,0.375,0.34375,0.03125,0.0625,0.09375,-0.03125
EleutherAI/pythia-1.4b,accuracy,comp_sub_then_compare,arith_sub_small;arith_compare,2,0.25,0.3125,-0.0625,0.0625,0.09375,-0.03125
EleutherAI/pythia-1.4b,mean_logprob_correct,comp_add_then_compare,arith_add_small;arith_compare,2,-2.138464316725731,-2.3045510947704315,0.16608677804470062,8.716074839234354,8.830701291561127,-0.11462645232677282
EleutherAI/pythia-1.4b,mean_logprob_correct,comp_add_then_even,arith_add_small;arith_even,2,-1.9876694232225416,-2.3080937191843987,0.32042429596185706,9.055257424712183,8.712695963680744,0.3425614610314387
EleutherAI/pythia-1.4b,mean_logprob_correct,comp_first_then_same,word_first;word_same,2,-2.1383312940597534,-2.1357598192989826,-0.0025714747607707977,8.958963811397552,8.906791877001524,0.05217193439602852
EleutherAI/pythia-1.4b,mean_logprob_correct,comp_max_then_compare,arith_max2;arith_compare,2,-2.132511392235756,-1.987932089716196,-0.14457930251955986,8.908255025744438,9.141639348119497,-0.23338432237505913
EleutherAI/pythia-1.4b,mean_logprob_correct,comp_retrieve_then_color,retrieval_object;semantic_color_lookup,2,-1.81064397841692,-1.781108658760786,-0.029535319656133874,9.167230539023876,9.276044595986605,-0.1088140569627285
EleutherAI/pythia-1.4b,mean_logprob_correct,comp_retrieve_then_compare,retrieval_number;arith_compare,2,-1.7860301285982132,-1.9103678576648235,0.12433772906661034,9.209587201476097,9.191695172339678,0.017892029136419296
EleutherAI/pythia-1.4b,mean_logprob_correct,comp_reverse_then_first,word_reverse2;word_first,2,-1.9821851924061773,-1.9572626352310183,-0.02492255717515901,8.904658608138563,9.187896102666855,-0.28323749452829183
EleutherAI/pythia-1.4b,mean_logprob_correct,comp_reverse_then_last,word_reverse2;word_last,2,-2.0880715027451515,-1.8021452240645885,-0.285926278680563,8.668043933808805,9.343686182051897,-0.6756422482430917
EleutherAI/pythia-1.4b,mean_logprob_correct,comp_reverse_then_same,word_reverse2;word_same,2,-1.9006072357296944,-1.8784598000347614,-0.022147435694932938,9.220395140349865,9.228934984654188,-0.008539844304323196
EleutherAI/pythia-1.4b,mean_logprob_correct,comp_sub_then_compare,arith_sub_small;arith_compare,2,-2.1370381638407707,-2.2366068437695503,0.0995686799287796,8.817728288471699,8.836139671504498,-0.018411383032798767
EleutherAI/pythia-1.4b,mean_correct_margin,comp_add_then_compare,arith_add_small;arith_compare,2,-0.4213890954852104,-0.46831538900732994,0.04692629352211952,0.006415970623493195,0.26688412204384804,-0.26046815142035484
EleutherAI/pythia-1.4b,mean_correct_margin,comp_add_then_even,arith_add_small;arith_even,2,-0.3361108750104904,-0.4599106460809707,0.12379977107048029,0.260907307267189,0.08803604543209081,0.1728712618350982
EleutherAI/pythia-1.4b,mean_correct_margin,comp_first_then_same,word_first;word_same,2,-0.4124535322189331,-0.373305294662714,-0.0391482375562191,0.2693135738372803,0.23134848102927208,0.037965092808008194
EleutherAI/pythia-1.4b,mean_correct_margin,comp_max_then_compare,arith_max2;arith_compare,2,-0.3395991921424866,-0.23419757187366486,-0.10540162026882172,0.3066211938858032,0.5000055879354477,-0.19338439404964447
EleutherAI/pythia-1.4b,mean_correct_margin,comp_retrieve_then_color,retrieval_object;semantic_color_lookup,2,-0.2893138602375984,-0.2460053488612175,-0.04330851137638092,0.37889569252729416,0.3469579890370369,0.03193770349025726
EleutherAI/pythia-1.4b,mean_correct_margin,comp_retrieve_then_compare,retrieval_number;arith_compare,2,-0.1809601187705993,-0.2444917969405651,0.0635316781699658,0.45298206806182867,0.4839886911213398,-0.03100662305951113
EleutherAI/pythia-1.4b,mean_correct_margin,comp_reverse_then_first,word_reverse2;word_first,2,-0.288048155605793,-0.33448750153183937,0.04643934592604637,0.2788333222270012,0.4685577414929867,-0.1897244192659855
EleutherAI/pythia-1.4b,mean_correct_margin,comp_reverse_then_last,word_reverse2;word_last,2,-0.5290112048387527,-0.1894262172281742,-0.33958498761057854,-0.12467683851718903,0.6222789250314236,-0.7469557635486126
EleutherAI/pythia-1.4b,mean_correct_margin,comp_reverse_then_same,word_reverse2;word_same,2,-0.2715348079800606,-0.26007577031850815,-0.01145903766155243,0.4710315391421318,0.5687078312039375,-0.09767629206180573
EleutherAI/pythia-1.4b,mean_correct_margin,comp_sub_then_compare,arith_sub_small;arith_compare,2,-0.3433248624205589,-0.3496797941625118,0.006354931741952952,0.3409672752022744,0.3951047696173191,-0.05413749441504473
EleutherAI/pythia-1.4b,mean_correct_mrr,comp_add_then_compare,arith_add_small;arith_compare,2,0.421875,0.5260416666666666,-0.10416666666666663,-0.16145833333333326,0.06510416666666666,-0.22656249999999992
EleutherAI/pythia-1.4b,mean_correct_mrr,comp_add_then_even,arith_add_small;arith_even,2,0.4739583333333332,0.4687499999999999,0.005208333333333315,-1.1102230246251565e-16,-0.05468750000000008,0.05468749999999997
EleutherAI/pythia-1.4b,mean_correct_mrr,comp_first_then_same,word_first;word_same,2,0.578125,0.5546875,0.0234375,0.06770833333333337,0.01041666666666663,0.05729166666666674
EleutherAI/pythia-1.4b,mean_correct_mrr,comp_max_then_compare,arith_max2;arith_compare,2,0.5208333333333333,0.5911458333333333,-0.0703125,0.03645833333333326,0.12760416666666674,-0.09114583333333348
EleutherAI/pythia-1.4b,mean_correct_mrr,comp_retrieve_then_color,retrieval_object;semantic_color_lookup,2,0.4375,0.5078125,-0.0703125,-0.109375,-0.01302083333333326,-0.09635416666666674
EleutherAI/pythia-1.4b,mean_correct_mrr,comp_retrieve_then_compare,retrieval_number;arith_compare,2,0.53125,0.5651041666666666,-0.03385416666666663,0.02083333333333337,0.08072916666666671,-0.05989583333333334
EleutherAI/pythia-1.4b,mean_correct_mrr,comp_reverse_then_first,word_reverse2;word_first,2,0.59375,0.5546875,0.0390625,0.0625,0.07031249999999997,-0.007812499999999972
EleutherAI/pythia-1.4b,mean_correct_mrr,comp_reverse_then_last,word_reverse2;word_last,2,0.4583333333333332,0.578125,-0.1197916666666668,-0.1510416666666668,0.09635416666666666,-0.24739583333333345
EleutherAI/pythia-1.4b,mean_correct_mrr,comp_reverse_then_same,word_reverse2;word_same,2,0.6145833333333333,0.5885416666666666,0.02604166666666663,0.08854166666666663,0.08593749999999997,0.0026041666666666574
EleutherAI/pythia-1.4b,mean_correct_mrr,comp_sub_then_compare,arith_sub_small;arith_compare,2,0.5104166666666666,0.5520833333333333,-0.04166666666666663,0.020833333333333315,0.07291666666666671,-0.0520833333333334
EleutherAI/pythia-1.4b,mean_logprob_margin,comp_add_then_compare,arith_add_small;arith_compare,2,0.164722092449665,0.22658158093690872,-0.061859488487243736,-0.06458257883787161,-0.1161980256438255,0.051615446805953896
EleutherAI/pythia-1.4b,mean_logprob_margin,comp_add_then_even,arith_add_small;arith_even,2,0.3066434040665626,0.2251285724341869,0.08151483163237569,0.012652195990085602,-0.0935482569038868,0.1062004528939724
EleutherAI/pythia-1.4b,mean_logprob_margin,comp_first_then_same,word_first;word_same,2,0.3852210566401481,0.3968313969671726,-0.011610340327024515,-0.03478074818849569,0.06869838014245036,-0.10347912833094605
EleutherAI/pythia-1.4b,mean_logprob_margin,comp_max_then_compare,arith_max2;arith_compare,2,0.1025169566273689,0.19437416642904282,-0.09185720980167392,-0.2105505391955376,-0.10270706564188001,-0.10784347355365759
EleutherAI/pythia-1.4b,mean_logprob_margin,comp_retrieve_then_color,retrieval_object;semantic_color_lookup,2,0.1683024764060974,0.26464447379112244,-0.09634199738502502,-0.47604262828826904,-0.17507618665695193,-0.30096644163131714
EleutherAI/pythia-1.4b,mean_logprob_margin,comp_retrieve_then_compare,retrieval_number;arith_compare,2,0.1819643378257751,0.13179334625601766,0.050170991569757434,-0.0691897869110108,-0.15966010466217995,0.09047031775116915
EleutherAI/pythia-1.4b,mean_logprob_margin,comp_reverse_then_first,word_reverse2;word_first,2,0.5868600010871887,0.4526497460901737,0.134210254997015,0.17419874668121343,0.10219002142548561,0.07200872525572782
EleutherAI/pythia-1.4b,mean_logprob_margin,comp_reverse_then_last,word_reverse2;word_last,2,0.5436233356595039,0.25105899572372437,0.29256433993577957,0.11241097003221512,-0.10090205073356628,0.2133130207657814
EleutherAI/pythia-1.4b,mean_logprob_margin,comp_reverse_then_same,word_reverse2;word_same,2,0.2979013323783874,0.2019822895526886,0.0959190428256988,-0.398641586303711,-0.24313339591026303,-0.15550819039344796
EleutherAI/pythia-1.4b,mean_logprob_margin,comp_sub_then_compare,arith_sub_small;arith_compare,2,0.1934293136000633,0.24701436981558794,-0.053585056215524646,-0.058404482901096316,-0.11127755418419841,0.05287307128310209
