source_run_dir,source_model_name,model_name,metric,n_atomic,n_composite,n_moving_atomic,n_moving_composite,mean_atomic_delta,mean_composite_delta,mean_atomic_final,mean_composite_final,h2_ready
results/pythia_model_sweep_v31_410m/pythia-410m_n64,EleutherAI/pythia-410m,EleutherAI/pythia-410m,mean_correct_margin,16,10,16,10,-0.4656881748815067,-0.3328914606012404,-0.8712155020912178,-0.7321354621089995,True
results/pythia_model_sweep_v31_410m/pythia-410m_n64,EleutherAI/pythia-410m,EleutherAI/pythia-410m,mean_correct_mrr,16,10,8,1,-0.0066731770833333,-0.0039062499999999,0.5013834635416667,0.5240885416666666,False
results/pythia_model_sweep_v31_410m/pythia-410m_n64,EleutherAI/pythia-410m,EleutherAI/pythia-410m,mean_logprob_correct,16,10,16,10,8.627209519792814,8.72534149494022,-2.382214728917461,-2.3035455549135806,True
results/pythia_model_sweep_v31_410m/pythia-410m_n64,EleutherAI/pythia-410m,EleutherAI/pythia-410m,mean_logprob_margin,16,10,16,10,0.9054661089903676,0.8662027199752629,1.1037878267816268,1.0795465742237866,True
results/pythia_model_sweep_v31_mid_smoke/pythia-1b_n16,EleutherAI/pythia-1b,EleutherAI/pythia-1b,accuracy,16,10,12,7,0.00390625,-0.0125,0.26953125,0.24375,True
results/pythia_model_sweep_v31_mid_smoke/pythia-1b_n16,EleutherAI/pythia-1b,EleutherAI/pythia-1b,mean_correct_margin,16,10,16,10,-0.3962367551866919,-0.2067460216581821,-0.7068839299026877,-0.5337138928472995,True
results/pythia_model_sweep_v31_mid_smoke/pythia-1b_n16,EleutherAI/pythia-1b,EleutherAI/pythia-1b,mean_correct_mrr,16,10,13,9,-0.0097656249999999,-0.015625,0.5270182291666666,0.5083333333333333,True
results/pythia_model_sweep_v31_mid_smoke/pythia-1b_n16,EleutherAI/pythia-1b,EleutherAI/pythia-1b,mean_logprob_correct,16,10,16,10,8.604270298266783,8.806864418834447,-2.4248538312967867,-2.2963093139231203,True
results/pythia_model_sweep_v31_mid_smoke/pythia-1b_n16,EleutherAI/pythia-1b,EleutherAI/pythia-1b,mean_logprob_margin,16,10,16,10,0.7071995718870312,0.4264918588101863,0.9167957960162312,0.6680601082742215,True
results/pythia_model_sweep_v31_mid_smoke/pythia-1.4b_n16,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,accuracy,16,10,14,10,0.0078125,-0.025,0.28125,0.2375,True
results/pythia_model_sweep_v31_mid_smoke/pythia-1.4b_n16,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,mean_correct_margin,16,10,16,10,0.2696234202012419,0.2641291104257107,-0.3413026304915547,-0.3411745704710484,True
results/pythia_model_sweep_v31_mid_smoke/pythia-1.4b_n16,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,mean_correct_mrr,16,10,15,9,0.0074869791666666,-0.0125,0.5335286458333333,0.5140625,True
results/pythia_model_sweep_v31_mid_smoke/pythia-1.4b_n16,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,mean_logprob_correct,16,10,16,10,9.008100380655378,8.962619481235743,-2.028109642211348,-2.010155262798071,True
results/pythia_model_sweep_v31_mid_smoke/pythia-1.4b_n16,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,mean_logprob_margin,16,10,16,10,-0.0140214418061077,-0.1012930437922477,0.3277942421846092,0.293118430674076,True
results/pythia_model_sweep_v32/pythia-1b_n64,EleutherAI/pythia-1b,EleutherAI/pythia-1b,accuracy,16,10,12,7,-0.02734375,0.0265625,0.2314453125,0.253125,True
results/pythia_model_sweep_v32/pythia-1b_n64,EleutherAI/pythia-1b,EleutherAI/pythia-1b,mean_correct_margin,16,10,16,10,-0.4121885491185821,-0.1487508160993456,-0.7408099515014328,-0.4987728727981448,True
results/pythia_model_sweep_v32/pythia-1b_n64,EleutherAI/pythia-1b,EleutherAI/pythia-1b,mean_correct_mrr,16,10,12,7,-0.0262044270833333,0.0057291666666666,0.5038248697916666,0.513671875,True
results/pythia_model_sweep_v32/pythia-1b_n64,EleutherAI/pythia-1b,EleutherAI/pythia-1b,mean_logprob_correct,16,10,16,10,8.602330830530263,8.838196631520987,-2.440713160089217,-2.280977838486433,True
results/pythia_model_sweep_v32/pythia-1b_n64,EleutherAI/pythia-1b,EleutherAI/pythia-1b,mean_logprob_margin,16,10,16,10,0.6994020664715208,0.4206824427470564,0.909001051040832,0.6517206137999892,True
results/pythia_model_sweep_v32/pythia-1p4b_n64,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,accuracy,16,10,15,8,-0.001953125,0.0078125,0.244140625,0.2640625,True
results/pythia_model_sweep_v32/pythia-1p4b_n64,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,mean_correct_margin,16,10,16,10,0.2395239970646798,0.2749633356928825,-0.3640898331068456,-0.3220123991370201,True
results/pythia_model_sweep_v32/pythia-1p4b_n64,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,mean_correct_mrr,16,10,14,8,-0.00439453125,-0.0005208333333333,0.5146484375,0.5253906249999999,True
results/pythia_model_sweep_v32/pythia-1p4b_n64,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,mean_logprob_correct,16,10,16,10,8.986965082702227,8.964917143061758,-2.039070935803465,-1.9985326942056416,True
results/pythia_model_sweep_v32/pythia-1p4b_n64,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b,mean_logprob_margin,16,10,16,10,-0.0179467322304844,-0.1202006075531244,0.3307027546688914,0.2804043095558882,True
